structure_id,prompt,regenerations
a4f80b0c-0ac6-4cb5-b614-089029081b59,Compact car shape with defined geometric features.,0
a4f80b0c-0ac6-4cb5-b614-089029081b59,Boxy car structure with a rectangular base and layered upper section.,8
a4f80b0c-0ac6-4cb5-b614-089029081b59,"Car displaying a rectangular main body, with angular projections on each side.",9
a4f80b0c-0ac6-4cb5-b614-089029081b59,"Rectangular car base supports a tiered upper section, with protruding vertical elements at each corner.",8
a4f80b0c-0ac6-4cb5-b614-089029081b59,"A car with a rectangular body and angular sides. The top section is tiered, with vertical elements at the corners. The hood and trunk areas are slightly elevated, forming a balanced geometric structure.",8
52a69892-4cd4-4239-b029-c371a3265b8d,Compact car shape with defined geometric features.,15
52a69892-4cd4-4239-b029-c371a3265b8d,Boxy car structure with a rectangular base and layered upper section.,2
52a69892-4cd4-4239-b029-c371a3265b8d,"Car displaying a rectangular main body, with angular projections on each side.",3
52a69892-4cd4-4239-b029-c371a3265b8d,"Rectangular car base supports a tiered upper section, with protruding vertical elements at each corner.",1
52a69892-4cd4-4239-b029-c371a3265b8d,"A car with a rectangular body and angular sides. The top section is tiered, with vertical elements at the corners. The hood and trunk areas are slightly elevated, forming a balanced geometric structure.",34
83442edb-9ab9-4925-9361-e43a1141fcc6,Compact car with a flat roof and blocky structure.,2
83442edb-9ab9-4925-9361-e43a1141fcc6,"Boxy vehicle with a flat, horizontal roof and angular edges.",7
83442edb-9ab9-4925-9361-e43a1141fcc6,"Angular car featuring a flat top, square front, and sloped rear.",4
83442edb-9ab9-4925-9361-e43a1141fcc6,"Vehicle with pronounced rectangular body, sloped trunk, square front, and flat roof.",12
83442edb-9ab9-4925-9361-e43a1141fcc6,"Car with a blocky, rectangular body, flat roof, and square front. The design includes a gently sloped rear section and raised rectangular elements on top, suggesting possible vertical features.",22
056c7496-fb53-4e9c-b99f-a43032bfb56b,Compact car with a flat roof and blocky structure.,13
056c7496-fb53-4e9c-b99f-a43032bfb56b,"Boxy vehicle with a flat, horizontal roof and angular edges.",56
056c7496-fb53-4e9c-b99f-a43032bfb56b,"Angular car featuring a flat top, square front, and sloped rear.",4
056c7496-fb53-4e9c-b99f-a43032bfb56b,"Vehicle with pronounced rectangular body, sloped trunk, square front, and flat roof.",8
056c7496-fb53-4e9c-b99f-a43032bfb56b,"Car with a blocky, rectangular body, flat roof, and square front. The design includes a gently sloped rear section and raised rectangular elements on top, suggesting possible vertical features.",0
df9404a2-3878-475a-81bc-2543418c9779,Compact vehicle with tiered front and rear sections.,6
df9404a2-3878-475a-81bc-2543418c9779,The vehicle features a sloped front and a stepped back.,6
df9404a2-3878-475a-81bc-2543418c9779,"The vehicle has a sloped hood, square rear, and layered sides.",2
df9404a2-3878-475a-81bc-2543418c9779,"A blocky vehicle design with a tiered front hood, flat roof, and squared rear end.",1
df9404a2-3878-475a-81bc-2543418c9779,"This vehicle displays a sloped hood leading to a flat roof. The sides are tiered with three distinct layers, and the rear is squared, giving it a robust, geometric form.",22
8bca6099-2547-45be-94b6-f807190f5410,"Compact vehicle with blocky, geometric form.",0
8bca6099-2547-45be-94b6-f807190f5410,"Brick-built car, rectangular body, layered construction, elevated chassis.",4
8bca6099-2547-45be-94b6-f807190f5410,"Angular vehicle, segmented roof, protruding bonnet, indented trunk, squared-off fenders.",13
8bca6099-2547-45be-94b6-f807190f5410,"Geometric car with blocky roof, stepped hood, recessed rear, squared fenders, and symmetrical bricks.",5
8bca6099-2547-45be-94b6-f807190f5410,"Car with a layered rectangular body. The roof is made of stacked blocks creating a segmented look, while the hood features several steps leading to an elevated front. The rear section shows an indented design, and the sides display prominently squared fenders with symmetrical brickwork.",1
5a2a04c1-2a5d-4dd7-9e21-6770cefb159e,"Compact vehicle with blocky, geometric form.",5
5a2a04c1-2a5d-4dd7-9e21-6770cefb159e,"Brick-built car, rectangular body, layered construction, elevated chassis.",0
5a2a04c1-2a5d-4dd7-9e21-6770cefb159e,"Angular vehicle, segmented roof, protruding bonnet, indented trunk, squared-off fenders.",1
5a2a04c1-2a5d-4dd7-9e21-6770cefb159e,"Geometric car with blocky roof, stepped hood, recessed rear, squared fenders, and symmetrical bricks.",0
5a2a04c1-2a5d-4dd7-9e21-6770cefb159e,"Car with a layered rectangular body. The roof is made of stacked blocks creating a segmented look, while the hood features several steps leading to an elevated front. The rear section shows an indented design, and the sides display prominently squared fenders with symmetrical brickwork.",10
3ad2d87d-8820-4bdd-b8df-957cf78ee559,Compact vehicle with distinct geometric shapes and layered assembly.,3
3ad2d87d-8820-4bdd-b8df-957cf78ee559,Rectangular car featuring prominent angular edges and tiered surfaces.,16
3ad2d87d-8820-4bdd-b8df-957cf78ee559,"Vehicle with staggered block layers, angular front, and structured rear.",27
3ad2d87d-8820-4bdd-b8df-957cf78ee559,"Car with block-like components forming a geometric roof, angled front, and squared rear corners.",2
3ad2d87d-8820-4bdd-b8df-957cf78ee559,"A block-assembled car with a stepped structure on the roof and sides; the front showcases protruding layers and a flat vertical surface, while the rear features a squared, recessed design, emphasizing its angular form.",0
3d6041f4-1e67-428e-989c-fd79347ae5cc,Compact vehicle with distinct geometric shapes and layered assembly.,6
3d6041f4-1e67-428e-989c-fd79347ae5cc,Rectangular car featuring prominent angular edges and tiered surfaces.,7
3d6041f4-1e67-428e-989c-fd79347ae5cc,"Vehicle with staggered block layers, angular front, and structured rear.",1
3d6041f4-1e67-428e-989c-fd79347ae5cc,"Car with block-like components forming a geometric roof, angled front, and squared rear corners.",1
3d6041f4-1e67-428e-989c-fd79347ae5cc,"A block-assembled car with a stepped structure on the roof and sides; the front showcases protruding layers and a flat vertical surface, while the rear features a squared, recessed design, emphasizing its angular form.",5
37059397-a3bb-475d-8542-8dabf7f2cc88,Compact car with smooth contours and angular facets.,10
37059397-a3bb-475d-8542-8dabf7f2cc88,Streamlined car featuring rectangular layers and rounded edges.,8
37059397-a3bb-475d-8542-8dabf7f2cc88,"Car constructed with angular surfaces, rectangular tiers, and a sloped front.",5
37059397-a3bb-475d-8542-8dabf7f2cc88,"A compact car with a rounded roof, angular sides, and a rectangular base. The front and rear display a stepped façade.",28
37059397-a3bb-475d-8542-8dabf7f2cc88,"This car displays a tiered base leading to sloped sides. The angular roof complements a front section with a layered, protruding structure, while the back tapers gently.",9
